iso3,year,forest_area_kha,forest_area_kha_decadal_change_pct,co2_per_gdp_kg_per_usd,co2_per_gdp_kg_per_usd_decadal_change_pct,agriculture_value_added_share_gdp_pct,gdp_per_capita_ppp_const2017,agricultural_land_share_pct,urban_population_share_pct,hydro_electricity_share_pct,electricity_share_coal_pct,electricity_share_gas_pct,electricity_share_renewables_excl_hydro_pct,electrification_rate_pct,soy_area_kha,sugarcane_area_kha,pasture_area_kha,fertilizer_use_kg_per_ha,protected_areas_share_pct,control_of_corruption_est,rule_of_law_est,gini_index,rural_extreme_poverty_pct,methane_emissions_kt_co2eq,lulucf_forest_kt_co2eq,lulucf_total_kt_co2eq,terms_of_trade_index,renewable_electricity_share_pct,oil_rents_share_gdp_pct,gdp_constant_2015_usd,non_oil_gdp_constant_2015_usd
ARG,2010,30214.0,-9.479297741027024,0.14,-9.090909090909085,7.13,28056.2570212342,46.1389123357048,90.849,33.6309169543308,2.0354719676229,44.4343927310241,-4.99743681307781,98.8,18130.8,275.315,87.26480000000001,771245.0,,-0.355230033397675,-0.59809422492981,0.4110000133514404,25.600000381469727,,,220311.8625,96.768489207868,28.633480141253,2.30522041977185,552738161802.463,539996328828.72107
ARG,2010,30214.0,-9.479297741027024,0.14,-9.090909090909085,7.13,28056.2570212342,46.1389123357048,90.849,33.6309169543308,2.0354719676229,44.4343927310241,-4.99743681307781,98.8,18130.8,275.315,87.26480000000001,771245.0,,-0.355230033397675,-0.59809422492981,0.4110000133514404,25.600000381469727,,,220311.8625,104.883688249818,28.633480141253,2.30522041977185,552738161802.463,539996328828.72107
ARG,2010,30214.0,-9.479297741027024,0.14,-9.090909090909085,7.13,28056.2570212342,46.1389123357048,90.849,33.6309169543308,2.0354719676229,44.4343927310241,-4.99743681307781,98.8,18130.8,275.315,87.26480000000001,771245.0,,-0.355230033397675,-0.59809422492981,0.4110000133514404,25.600000381469727,,,220311.8625,99.5589476549637,28.633480141253,2.30522041977185,552738161802.463,539996328828.72107
ARG,2010,30214.0,-9.479297741027024,0.14,-9.090909090909085,7.13,28056.2570212342,46.1389123357048,90.849,33.6309169543308,2.0354719676229,44.4343927310241,-4.99743681307781,98.8,18130.8,275.315,87.26480000000001,771245.0,,-0.355230033397675,-0.59809422492981,0.4110000133514404,3.900000095367432,,,220311.8625,106.51586863731,28.633480141253,2.30522041977185,552738161802.463,539996328828.72107
ARG,2010,30214.0,-9.479297741027024,0.14,-9.090909090909085,7.13,28056.2570212342,46.1389123357048,90.849,33.6309169543308,2.0354719676229,44.4343927310241,-4.99743681307781,98.8,18130.8,275.315,87.26480000000001,771245.0,,-0.355230033397675,-0.59809422492981,0.4110000133514404,3.900000095367432,,,220311.8625,95.1721140227147,28.633480141253,2.30522041977185,552738161802.463,539996328828.72107
ARG,2010,30214.0,-9.479297741027024,0.14,-9.090909090909085,7.13,28056.2570212342,46.1389123357048,90.849,33.6309169543308,2.0354719676229,44.4343927310241,-4.99743681307781,98.8,18130.8,275.315,87.26480000000001,771245.0,,-0.355230033397675,-0.59809422492981,0.4110000133514404,3.900000095367432,,,220311.8625,96.768489207868,28.633480141253,2.30522041977185,552738161802.463,539996328828.72107
ARG,2010,30214.0,-9.479297741027024,0.14,-9.090909090909085,7.13,28056.2570212342,46.1389123357048,90.849,33.6309169543308,2.0354719676229,44.4343927310241,-4.99743681307781,98.8,18130.8,275.315,87.26480000000001,771245.0,,-0.355230033397675,-0.59809422492981,0.4110000133514404,3.900000095367432,,,220311.8625,104.883688249818,28.633480141253,2.30522041977185,552738161802.463,539996328828.72107
ARG,2010,30214.0,-9.479297741027024,0.14,-9.090909090909085,7.13,28056.2570212342,46.1389123357048,90.849,33.6309169543308,2.0354719676229,44.4343927310241,-4.99743681307781,98.8,18130.8,275.315,87.26480000000001,771245.0,,-0.355230033397675,-0.59809422492981,0.4110000133514404,3.900000095367432,,,220311.8625,99.5589476549637,28.633480141253,2.30522041977185,552738161802.463,539996328828.72107
ARG,2020,28573.0,-5.431257033163439,0.136,-2.857142857142858,6.36,23877.0931404855,43.0004859885482,92.111,21.0892679568576,1.2996947212506,56.4028566858828,6.17318136617456,100.0,16710.793,443.573,74.681,1400381.0,,-0.163570061326027,-0.486265957355499,0.3939999938011169,33.0,,,59273.6981,97.35174347389,27.2624493230322,0.677055565819106,514874343768.066,511388358366.6097
ARG,2020,28573.0,-5.431257033163439,0.136,-2.857142857142858,6.36,23877.0931404855,43.0004859885482,92.111,21.0892679568576,1.2996947212506,56.4028566858828,6.17318136617456,100.0,16710.793,443.573,74.681,1400381.0,,-0.163570061326027,-0.486265957355499,0.3939999938011169,33.0,,,59273.6981,99.8848225743761,27.2624493230322,0.677055565819106,514874343768.066,511388358366.6097
ARG,2020,28573.0,-5.431257033163439,0.136,-2.857142857142858,6.36,23877.0931404855,43.0004859885482,92.111,21.0892679568576,1.2996947212506,56.4028566858828,6.17318136617456,100.0,16710.793,443.573,74.681,1400381.0,,-0.163570061326027,-0.486265957355499,0.3939999938011169,33.0,,,59273.6981,99.0640283754277,27.2624493230322,0.677055565819106,514874343768.066,511388358366.6097
ARG,2020,28573.0,-5.431257033163439,0.136,-2.857142857142858,6.36,23877.0931404855,43.0004859885482,92.111,21.0892679568576,1.2996947212506,56.4028566858828,6.17318136617456,100.0,16710.793,443.573,74.681,1400381.0,,-0.163570061326027,-0.486265957355499,0.3939999938011169,33.0,,,59273.6981,89.3619946284234,27.2624493230322,0.677055565819106,514874343768.066,511388358366.6097
ARG,2020,28573.0,-5.431257033163439,0.136,-2.857142857142858,6.36,23877.0931404855,43.0004859885482,92.111,21.0892679568576,1.2996947212506,56.4028566858828,6.17318136617456,100.0,16710.793,443.573,74.681,1400381.0,,-0.163570061326027,-0.486265957355499,0.3939999938011169,33.0,,,59273.6981,99.9999797036307,27.2624493230322,0.677055565819106,514874343768.066,511388358366.6097
ARG,2020,28573.0,-5.431257033163439,0.136,-2.857142857142858,6.36,23877.0931404855,43.0004859885482,92.111,21.0892679568576,1.2996947212506,56.4028566858828,6.17318136617456,100.0,16710.793,443.573,74.681,1400381.0,,-0.163570061326027,-0.486265957355499,0.3939999938011169,6.199999809265137,,,59273.6981,97.35174347389,27.2624493230322,0.677055565819106,514874343768.066,511388358366.6097
ARG,2020,28573.0,-5.431257033163439,0.136,-2.857142857142858,6.36,23877.0931404855,43.0004859885482,92.111,21.0892679568576,1.2996947212506,56.4028566858828,6.17318136617456,100.0,16710.793,443.573,74.681,1400381.0,,-0.163570061326027,-0.486265957355499,0.3939999938011169,6.199999809265137,,,59273.6981,99.8848225743761,27.2624493230322,0.677055565819106,514874343768.066,511388358366.6097
ARG,2020,28573.0,-5.431257033163439,0.136,-2.857142857142858,6.36,23877.0931404855,43.0004859885482,92.111,21.0892679568576,1.2996947212506,56.4028566858828,6.17318136617456,100.0,16710.793,443.573,74.681,1400381.0,,-0.163570061326027,-0.486265957355499,0.3939999938011169,6.199999809265137,,,59273.6981,99.0640283754277,27.2624493230322,0.677055565819106,514874343768.066,511388358366.6097
ARG,2020,28573.0,-5.431257033163439,0.136,-2.857142857142858,6.36,23877.0931404855,43.0004859885482,92.111,21.0892679568576,1.2996947212506,56.4028566858828,6.17318136617456,100.0,16710.793,443.573,74.681,1400381.0,,-0.163570061326027,-0.486265957355499,0.3939999938011169,6.199999809265137,,,59273.6981,89.3619946284234,27.2624493230322,0.677055565819106,514874343768.066,511388358366.6097
ARG,2020,28573.0,-5.431257033163439,0.136,-2.857142857142858,6.36,23877.0931404855,43.0004859885482,92.111,21.0892679568576,1.2996947212506,56.4028566858828,6.17318136617456,100.0,16710.793,443.573,74.681,1400381.0,,-0.163570061326027,-0.486265957355499,0.3939999938011169,6.199999809265137,,,59273.6981,99.9999797036307,27.2624493230322,0.677055565819106,514874343768.066,511388358366.6097
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,67.4000015258789,,,98382.4611,94.2341677640857,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,67.4000015258789,,,98382.4611,28.3899277222861,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,67.4000015258789,,,98382.4611,33.8332252979666,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,67.4000015258789,,,98382.4611,26.6309141755574,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,67.4000015258789,,,98382.4611,82.0157194239616,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,87.0,,,98382.4611,94.2341677640857,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,87.0,,,98382.4611,28.3899277222861,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,87.0,,,98382.4611,33.8332252979666,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,87.0,,,98382.4611,26.6309141755574,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,87.0,,,98382.4611,82.0157194239616,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,56.09999847412109,,,98382.4611,94.2341677640857,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,56.09999847412109,,,98382.4611,28.3899277222861,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,56.09999847412109,,,98382.4611,33.8332252979666,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,56.09999847412109,,,98382.4611,26.6309141755574,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,56.09999847412109,,,98382.4611,82.0157194239616,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,38.09999847412109,,,98382.4611,94.2341677640857,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,38.09999847412109,,,98382.4611,28.3899277222861,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,38.09999847412109,,,98382.4611,33.8332252979666,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,38.09999847412109,,,98382.4611,26.6309141755574,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,38.09999847412109,,,98382.4611,82.0157194239616,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,73.30000305175781,,,98382.4611,94.2341677640857,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,73.30000305175781,,,98382.4611,28.3899277222861,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,73.30000305175781,,,98382.4611,33.8332252979666,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,73.30000305175781,,,98382.4611,26.6309141755574,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,73.30000305175781,,,98382.4611,82.0157194239616,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,17.700000762939453,,,98382.4611,94.2341677640857,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,17.700000762939453,,,98382.4611,28.3899277222861,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,17.700000762939453,,,98382.4611,33.8332252979666,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,17.700000762939453,,,98382.4611,26.6309141755574,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6349999904632568,17.700000762939453,,,98382.4611,82.0157194239616,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6650000214576721,67.4000015258789,,,98382.4611,94.2341677640857,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6650000214576721,67.4000015258789,,,98382.4611,28.3899277222861,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6650000214576721,67.4000015258789,,,98382.4611,33.8332252979666,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6650000214576721,67.4000015258789,,,98382.4611,26.6309141755574,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6650000214576721,67.4000015258789,,,98382.4611,82.0157194239616,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6650000214576721,87.0,,,98382.4611,94.2341677640857,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6650000214576721,87.0,,,98382.4611,28.3899277222861,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6650000214576721,87.0,,,98382.4611,33.8332252979666,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6650000214576721,87.0,,,98382.4611,26.6309141755574,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6650000214576721,87.0,,,98382.4611,82.0157194239616,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6650000214576721,56.09999847412109,,,98382.4611,94.2341677640857,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
BOL,2000,55101.39,,0.131,,,6146.02929379703,34.2869011354195,61.787,50.1288659793814,0.0,47.6030927835052,-0.360051546391753,70.0,616.964,83.838,33.831,3218.0,204553.15,-0.483501076698303,-0.368222206830978,0.6650000214576721,56.09999847412109,,,98382.4611,28.3899277222861,49.7688144329897,3.20071915897547,17334777888.1262,16779940331.095102
